Name,description,url,developerID
Multi Vendor Marketplace,"It is a multi vendor marketplace with 4 dashboards made for a client

1. Admin Side Dashboard
2. Vendor Side Dashboard
3. Delivery Man Side Dashboard
4. Customer Side Dashboard

This is feature rich marketplace webapp",https://samleiq.bubbleapps.io/version-test/,t4fKpnTS
Fifth Generation Correlation Analysis,"This project will investigate the relationship between bottle size, taste, and bottle price and sales. Where this correlation is used to provide decision makers with the ability to make good decisions in increasing sales by 10%.",https://www.canva.com/design/DAFG7EUme3E/2tqCLNq7wLy_XMIu6S3img/view?utm_content=DAFG7EUme3E&utm_campaign=designshare&utm_medium=link&utm_source=publishpresent,BpjazRnO
Web Portfolio,"Personal Portfolio

Technologies:

In this project I've used NextJS, Tailwindcss, React, Typescript and CSS.

Libraries:
React Social Icons, Framer Motion, Heroicons, React Simple Typewriter, React Hook Form, and Tailwind Scrollbar.
",https://portfolio-alejandro-dominguez.vercel.app/,6eVCsTX7
Route Creator / Delivery System,"Project developed for a weekly meal prep company, Eatfitz.

The system has the functions of creating order delivery routes for drivers, keeping customers updated about the ETA and the delivery progress, and monitoring the progress by the administrator.

The orders are received via WooCommerce API using webhooks in real-time, but it also has the option of manual order creation, if needed. The routes are created using the Google Maps Directions API, and the updates to customers are made via SMS using Twilio API.

From the administrator's view, it has a dashboard where they can create routes, manage drivers, view orders, track deliveries and chat with customers via SMS. The dashboard is a SPA designed for desktops, notebooks, and tablets.

From the driver's view, they can access the routes assigned to their profiles, details of each order, and conversations with customers in their routes. Finally, they can finish the deliveries by sending a photo of the order to the customer via SMS. The driver's view is also a SPA designed for mobile use.


Credentials for access:
Admin Dashboard:
User: eatftizadmin
Password: Talles2022


Driver Dashboard:
User: eatfitz1
Password: Eatfitz2022",https://eatfitz.bubbleapps.io/version-test/,xvLFIaMk
Solvemytasks,"SolveMyTasks is a Freelance Project management App similar to Upwork,
it is a client and admin facing project management 
App that allows you to upload tasks and services you need help with.
its has internal messaging functionality.",https://solvemytasks.bubbleapps.io/version-test?,3vfr3ko0
Argon&Co,"The client is Argon And Co (https://www.argonandco.com/en/) an international company operating in France, UK, USA, Italy, and other countries. The project is a platform for managment all projects. There are a Super admin, Admin, Project Manager, Client and External Clients each one with a specific role. The users can upload a CSV file and convert it to a data, the same way some users can download data in CSV. Is a powerfull app processing CSV files.",https://scprime.com/,IIRPkvpp
Hey Blue,"This is the project for a USA client. The app is like Tinder but it match Police officers and Comunity members. 

There's a map where you can see your location and officers or members arround you. You can only match with people with 10 meters of distance. 

There's a QR code to match scanning the code also between Police and Member

If there's a match both users (Police Officers and Comunity Member) earn +1 point, that points will be used like a coupons in supermarkets. 

Developed in 2022",https://heyblue.app/,qaogQ4Pk
Enginehire,"• Developed Enginehire, a project with features for Candidate Profiles, Client Dashboards, Job Postings, Shift Management, Auto Email, and SMS.
• Involved in user requirement gathering, development, testing, and bug fixing in an agile environment.
• Designed and developed a technical design with Vue.js, and Bootstrap. 
• Analyzed requirements and facilitated development projects throughout the cycle from requirements gathering to implementation for business continuity.
• Monitored project progress and outstanding issues and ensured quality and timeliness of the deliverables.
• Prepared project health check metrics and status reports.",https://staffing.enginehire.io/,7jgRHKfw
Qualibro,"How much experience do they have? What’s their average tenure along their career? Do they have enough experience in Fintech? Are they likely to switch jobs or shouldn’t we bother?

We calculate and display these automatically so you can find the relevant people at a glance. On top of this, our AI algorithm predicts whether someone might be open to a new job opportunity!

",https://dashboard.qualibro.com/,qFkfzK0f
Jess Kayhart Speaker,"Platform: SquareSpace
​
Special Experience: With this site I gained experience with exporting a site and importing it to a different platform. I used this skill to transfer blog post from an old site to the new one. I transferred the domain name from a separate SquareSpace account. I used Custom CSS to create the design featured in this site.",https://www.jesskayhart.com,8OVbujVr
Appero.io - Client experience solution for service businesses,Appero is a client experience solution for service businesses. Our internal tools help your team stay organized and our customized portal helps your clients stay informed. We're here to help you deliver the best possible experience to your clients.,https://appero.io,e8hJTx5l
People ticker,"A solution to empower Procurement, HR and SOW Project leaders with knowledge to take control of negotiations and effectively manage their labor spend. A tool that would provide clients with instant access to salary and labor market data, benchmarks and analysis for hiring permanent and contract workers in any industry, anywhere in the world.",http://www.peopleticker.com/,ANVD4qg5
ultainfinity wealth lunchpad,"Ultainfinity is a cryptocurrency organization with a focus on wealth creation. Products created by Ultainfinity include the Divit and UTTA Token. 
• Built, implemented, and maintained web-based user-friendly interfaces applications for the Ultainfinity 
 wealth launchpad.
• Built reusable codes and libraries.
• Optimized web application for maximum speed and scalability.",https://ultainfinitywealthlaunchpad.com/,RxHivCw0
Dr.Muratsongu,"With more than 100 scientific studies published in international and national journals, numerous reports submitted at international and national congresses, authors of 8 chapters in national, and 9 chapters in internationally reknown books of medicine, and as an invited speaker at nearly 100 scientific events Dr. Murat Songu, contributed to national and international medical literature almost every day.",https://www.drmuratsongu.com/en/,2cg1k8S2
Campaign Website,"A campaign website built to support a presidential candidate, by a group of medical practitioners who are in support of that campaign group.

This website is massive as it has over 400 WhatsApp groups embedded in the site to cover the whole state of Nigeria.",https://www.htc4bat.com.ng/,Gz5liEJd
Sales Management ,"Business Request
The Business Request for the following Data Analysis Project was an Complete report of the Executives of the Sales Department for their following Sales Managers .

User Stories
Based upon the Business Request as per the Business . Following user stories were followed in order to fulfill the request and to ensure that criteria and integrity was maintained throughout the Project 


Data Cleaning & Transformation
In order to Create the necessary Data Model for Data Analysis to fulfill the Business Request defined in the above User Stories .


After Cleaning and Transforming Data , following Data Model was created (screenshot below for reference) in Power BI .

Data Model also reflects that how FACT_Budget has been connected to FACT_Internet Sales Table and other DIM_Tables 


The final Sales Management Dashboard with Sales Overview on the First Page (i.e. Sales Overview) , followed by two other Pages mentioning sales over time per Customers (i.e. Customer Detail ) and per Products (i.e Product Detail)",https://myfirstportfoliowalkthrough.wordpress.com/,jnTUaUp3
Operation Challenge,"On this app you can create incomes and outcomes in order to keep track of your echonomic balance. You can also filter them by type or category, delete them, and modify them. It is not deployed so I share the link to its repository.",https://github.com/Genes48/Challenge1,cLGEQi3b
Operation Challenge,"On this app you can create incomes and outcomes in order to keep track of your echonomic balance. You can also filter them by type or category, delete them, and modify them. It is not deployed so I share the link to its repository.",https://github.com/Genes48/Challenge1,WXgubXBx
"Oakland,s Best Landscapers","Landscaping Oakland
Landscaping is as essential as the interiors of your residential or commercial property. Going for a DIY might be tempting, but hiring the services of Oakland landscaping professionals can provide you better and more practical solutions in making your dream garden.

Landscapers Oakland perfectly blends hardscape and softscape elements in creating beautiful designs to transform yards into the lush and elegant garden perfect for your home. We are a team of a landscape architect Oakland and expert landscapers – trained-well and licensed in garden cultivation and management. We provide constructive solutions without sacrificing the aesthetics of the landscape. We use locally sourced plants to ensure that your garden thrives the whole year.",https://landscapersoakland.com,4JjOU76V
Herderson Lanscapers,"We are a professional landscaping company that has been serving our happy customers for over 10 years in and around Huntington Beach, CA. We feel No job is too large or too small.

Among other services, we offer the following:

Landscape Installation and Maintenance Services
Lawn Renovation and Maintenance Services
Snow Plowing and Removal
Home Improvement services
We want you to be totally thrilled with our service… so absolutely delighted you will recommend us to your friends and neighbours. Frankly, we want to care for your lawn forever. You are the judge, if our work is not excellent, we will re-do the item in question for FREE.

Nothing is more important to us than your complete satisfaction, we will always treat you the same way we like to be treated.",https://landscapershendersonnv.com,3T8FrKqB
BookStore,"This project is a simulation of an e-commerce of books. You can see the whole catalog and if you want to buy you can register and then log in in order to finish the operation. You can pay via pay pal or by cryptos; also, you can log in as an admin and change the details and stock of the books.",https://bookstore-lyart-six.vercel.app/,yjeXeqUW
myShift,"myShift is a shift booking application powered by React.JS, Express and MongoDB that provides the main functions that a user would expect both to view, request and modify shifts and to manage branches and confirm user attendance to those shifts as an administrator.


It isn't a real project but it was developed for a real company named Cruce",https://github.com/ignacio-garcia-riestra/Cruce,CCd80M1d
MovieFinder,"Movie-Finder is an application to search for entertainment content and people, consuming the TMDB API. With Movie-Finder you can access the 20 most popular movies of the week as soon as you load the page. 

You can also search separately for movies, series or people based on a keyword. You can register an account and, if you are logged in, you can access a detailed view of your favorite movies and series. Also, being in that detail view you can add the series or movie to your favorites section.

I am working on this project individually and it is an upgrade of the first project I did as part of the Javascript Coding Bootcamp of Platform 5 (BC). Some of the technologies detailed below are marked (new) to indicate that they were not used in the proto version of the BC and I was able to incorporate them by putting into practice new knowledge.

ReactJS
Redux (new)
ChakraUI (new)
Formik (new)
Yup (new)
Notiflix (new)
JWT (new)
NodeJS
Express
MongoDB Atlas (new)
Mongoose (new)",https://github.com/ignacio-garcia-riestra/Movie-Finder,uvrzjfTQ
WordPress Elementor Restaurant Website,"It seems that most restaurant businesses don't know or understand how important it is to have a website and a professional online presence.

According to statistics, businesses with websites tend to generate more income than businesses that do not. Most customers search for restaurants online before heading out, so the target they find online becomes their destination, making it more competent than restaurants that do not have a professional online presence.

",https://www.behance.net/gallery/155368493/Restaurant-One-Page-Website,REOexOQm
ADA Web Protect ,"The designer had sent me The Adobe Illustrator file. I was able to convert the design to a WordPress Theme and add the content according to needs. I have used HTML, CSS, SASS, JS, PHP. I have made the theme using understrap theme which is based on Bootstrap framework. I also made the website accessible and WCAG 2.1 and ADA compliant.",http://adawebprotect.com/,Ua13okAg
Accessibility Shield,"The Accessibility shield project is wordpress based website. The designer had given the website design for all the pages and I was able to convert them in WordPress theme using understrap theme which is based on Bootstrap CSS framework. I have used HTML, CSS, JS, PHP. I also integrated the custom Plugin that was required by the company to display certificate to clients. The website is also accessible and optimized to SEO. ",https://accessibilityshield.com,RDIN02xc
Serenewindows,Serene Windows is wordpress based website I made for my client. The client selected the design and made it final. I was able to integrate the theme and set up the design. The theme was made from elementor page builder. I was also responsible for hosting the websites and setup google analytics account for the client. ,https://serenewindows.in/,VzSW8J6b
NFTPrime,"NFT Prime is a learning platform that provides users with accurate, up-to-date, educative, and entertaining content about Nfts. 

The website is mainly focused on guiding newbies on how to invest in Nfts,  what to watch out for, and how to protect themslves from scams and pumps.",https://karenwnjk9.wixsite.com/karen-wanjiku,anAJMhRp
Rental Bike,"Web Application to manage bike rentals 100% responsive.

The users can rent or register a bike to let it disponible to others users.

For renting, the user has a series of intelligent filters by date, color, model, location and rating that allow the perfect choice.

To manage the bikes, the user has tools that allow him to view the list of registered bikes, with their respective linked contracts and customers, as well as to cancel rentals.",https://rental-bikes.bubbleapps.io/version-test,Xrs09NTr
Beamy,"Beamy product family is designed for architects to work more efficiently, comfortably and interactively in a hybrid working order. It consists of portable products that can provide simultaneous access to anyone working remotely, in the office, or in field.",https://www.behance.net/gallery/129399827/beamy,twD4j1Gu
BCB Bank,"BCB Bank mobile application is a digital banking application that we prepared as a group of 3 people within the scope of the course I took at the Istanbul Technical University. In this project, we determined the needs of the users as a result of long research and developed our application.",https://www.behance.net/gallery/129515913/BCB-Bank,qbPS9lsT
Smart watch design,"This is a smartwatch design with all the essential Apps.

Some features, like activities, are all combined in one App to maximize space and efficiency.

The watch contains all the important Apps you have on your phone and new ones that make using it more manageable.",https://karenwnjk9.wixsite.com/karen-wanjiku,XdMW6hPR
College admin dashboard,"The project is a college admin dashboard that can be used by a college admin to store, track, and update sensitive data.

The dashboard was designed on Figma.
 
The dashboard helps to keep records, ensuring that only people with access can make changes and updates.

It also saves on time by making automation of various entries easier and faster.",https://www.behance.net/karenwanjiku,P5meaaBy
The Crystal Zenporium,"8 page Bespoke Squarespace Ecommerce site for a facebook based Crystal merchant. 

SEO analysis integration and implementation. 
Google setup up including, analytics, workspace, search console.

Facebook pixel setup including Instagram shop",https://www.thecrystalzenporium.co.uk/,pV8Wh47v
Kaal - Productivity Bot,"A project manager wastes a lot of time micro manage each employee and also frustrates the employee. This reduces productivity and provides a bad user experience. We aim to improve that user experience and make it seamless.

The project aims to create a productivity suite with a Command Line Interface (CLI) and an App. It shows the employee’s work time and productivity at a glance within Web App and a simple CLI tool to track each fellow's coding routine while working in the office. Using this project, the productivity of the workforce can be monitored without invading privacy and can be used to have healthy competition amongst the employees. The management can see the performance of all employees in that week (or all-time data) in the form of a leaderboard.",https://rudradas.design/kaal-productivity-bot.html,YxzAhrDB
Bookfort,"Mental health is a state of well-being in which a person understands his or their abilities, can cope with the normal stresses of life, can work productively and fruitfully, and can make a contribution to his or her community. Bibliophiles, who are generally thought to be introverted,  may have difficulties in discussing their problems openly to ask for help. We have taken the initiative to help those fiction-loving people to face their real-world problems.

The solution should be simple and something that is easy to get into, so that we don't have to put any pressure on the user to use a solution that is not a part of their everyday lives. Phones have become an integral part of our lives and many bibliophiles often enjoy their books on those very phones. So we just have to make an app that can help improve someone’s mental state targeted specifically to bibliophiles.",https://rudradas.design/bookfort-ios-app.html,anrRUCru
Compliance Genie ,"20 page Squarespace sevices and ecommerce website.

Bespoke Squarespace site 
ecommerce design and setup 
Scheduling integration and setup
email marketing integration and setup



SEO analysis integration and setup including Google search console, analytics, workspace setup.  

facebook pixel setup",https://www.mycompliancegenie.co.uk/,JftEO2bv
Making Pinterest More Inspirational,"I had been using Pinterest for years now, and it has been really helpful to get started with projects and not just stare at a blank canvas. But after getting into UX/UI Design, I have been noticing details about the Pinterest app that are just frustrating to use and an app that deals with inspiring people should have one of the if not the most satisfying user interfaces to interact with. This a completely unsolicited critique, but something that just as a UX designer has been bugging me for a long time and I would like to try to fix some of those issues rather than just complain about them.

Pinterest needs a slight upgrade in terms of UI and making certain elements cohesive and consistent and subtle animations can give a huge uplift to the overall look and feel of the app and the kind of emotion the user of the app feels after a certain interaction with the app takes place. I have tried to remain within the boundaries of the current design and colour scheme of the app, and have avoided anything that would make the app look completely different from how it already is. I have tried to restrict myself in their design language and make the adjustments needed at certain places.",https://rudradas.design/making-pinterest-more-inspirational.html,BNKOJtzB
Nicole Barbara consulting,"Gorgeous Wix site with Calendar and scheduling integrations. Full SEO analysis and integrations. CTA planning and designed to sell sell sell! ⁠

8 page wix website.
Mailerlite setup and integration. 
Calendly setup and integration. 
SEO analysis and integration including Google Analytics, Google Workspace, Google Search Console.",https://www.nicolebarbaraconsulting.com/,puMQKSLc
Gozi Philosophy ,"Sales page and integrations for a large networking and coaching event. 
⁠
Sales page ⁠
Waitlist page ⁠
Thank you redirect. ⁠
Stripe and email marketing integration.⁠
Dubsado setup ⁠
Social image set up (so she can share share share). ⁠
Promo socials for FB, insta and linked in. ⁠
⁠
⭐️All in one day.⭐️⁠
⁠
Leaving her able to promo The Big bold Life Palooza like a mofo.⁠
",https://gozphilosophy.com/big-bold-life-palooza/,SYZbZJTB
Lakbay - Your Jeepney Tracking Alalay,"To begin, we must assure accessibility by developing an app that would track jeepneys.
Following that, having a tracking application will assure safety, and having an online payment function will aid to reduce the inconvenience for both the passenger and the driver.

That is why we came up with the Software Application named Lakbay! To put it simply, Lakbay is a two-way mobile tracking application for jeepney drivers and commuters. that attained UN-SDG 9 and 11, developing an application that aims to provide access to safe, affordable, and sustainable transport systems for all.

How it works?
- Search for routes
- Check the details of the jeepney then;
- LAKBAY (off to go)


Lakbay has a feature where you can see the availability and details of the jeepneys and the Estimated Time of Arrival (ETA). Jeepney drivers will be also able to know the location of the passenger.

Our application differs from our competitors from focusing primarily on the most commonly used public transit; jeepney. Lakbay is undoubtedly a user-friendly application. It is also innovative because no other application for tracking jeepneys has yet been developed and is affordable and accessible at anytime, anywhere.",https://www.figma.com/proto/a71uwKEpbYmhosD64nrAng/Lakbay---Your-Jeepney-Booking-Alalay?page-id=0%3A1&node-id=221%3A137&viewport=5081%2C11357%2C0.49&scaling=scale-down&starting-point-node-id=221%3A507,4ej4W4gD
AFDS Redesign,"Aboriginal Front Door Society(AFDS) is a culturally safe, peer-designed non-judgemental place for Aboriginal Peoples their friends, and family in the Downtown East Side. They create hope and offer support through Aboriginal cultural traditions, caring, and acceptance.
I heard a lot about First Nation before coming to Vancouver, and after I got here, I heard a lot about the people in downtown east side. So when I knew that I could choose either an NGO or a local business website to redesign for our final project, I decided to go for Aboriginal Front Door Society (AFDS).",https://www.figma.com/proto/4iFRHgMrUuQv1KLWxYA5hA/AFDS-Redesign?page-id=29%3A4&node-id=50%3A83&viewport=140%2C171%2C0.07&scaling=min-zoom&starting-point-node-id=50%3A83,5HXY9ncG
Talenx (Partner Portal),"A psychology-based recruiting system that helps companies find the right candidate with the perfect talent for the role.

Screenshots: https://drive.google.com/drive/folders/1vDYsqEgFM6d98uLfm2VlNYnvsqctp9q-?usp=share_link",https://partners.talenx.io/auth/login,kxzr9u2o
Olympic Sports (E-commerce),"Web Application with different interaction possibilities according to users auth. Available features include cookie-based authentication, Google login, search, filters, favorites, cart, size selection, purchase history, mail order confirmation, admin panel to control users, products and categories.",https://www.youtube.com/watch?v=5mcsn3wxW4g,hbR9IZhG
Betting App,"Web Application for soccer tournaments in Argentina, Brazil and USA. Where the user can vote for current matches, get points and win awards depending on their country. (Tonic3 Company)

Features:

•PWA
•SSO Google
•Email Verification
•JWT for session management.
•Editable Profile
•Geolocation
•CMS (tournaments CRUD, teams, matches, players, awards.)
•Dashboard
•Push Notifications.
•Custom Metrics",https://www.youtube.com/watch?v=Wy08zf3ae2k,XEPt9Nln
Luna.com,"The platform enables companies to increase personnel management through ensuring transparency and trust for employee competence.
Empowering your team with flexibility and choice just got a whole lot easier.
Application utilizes real time data to improve employee focus therefore attracting innovation, inclusion and flexibility.
",https://www.hellolluna.com/,9RjKCMKK
Fitbe.team,"Fitbe is a personality assessment platform designed to aid SMEs and businesses in hiring competent personnel for available business positions.

By offering information concerning individual preferences, companies will select competent individuals with various skills significant for the roles and obligations for the position.
 
Application ensures employee personalization for workplace collaboration, job retention therefore reducing turnover rates due to incompetence.",https://fitbe.team/,yMoLPBvQ
Cargotruckexchange.com,"Cargotruck exchange is a digital platform for transportation enterprises that enables long and short distance haulers to reduce on empty kilometers therefore improving on truck payloads.

By simply placing truck details concerning trucks and cargo, the application will calculate optimal performance based on haulage distance and vehicle load capacity.
",https://cargotruckexchange.com/,7yRObaVp
WooCommerce Website build,"- Created a development server for a new site and installed a fresh WP & install Blooms theme.
- Implemented some features from it to the new site
 Email that notify our clients they have a forgotten cart
 Pop Up 10€ discount when they get into our website in orders over 49€
 Newsletter Pop-up
 Waiting List for those products are not in stock. People can put their email to be notified when these products are back in stock.
 Contact: In addition to the usual web chat put the option for whats app as well.
 Instagram Feed
 Join the web with Google Search Console and Google Analytics
 Aplazame: Payment method that allows people to pay their order in three different times (Aplazame — 
El poder de disfrutarlo ahora)
 Link the web with mailchimp for our new subscribers
- Possible theme customization for navigation, footer, etc
- Implemented new features
 Improve the cross-selling purchase
 Reward Club
 Side cart like the Shopify one Icart
 Created a wholesale section.
 My Account section where each client can have their account on the web, can enter, see their order history, rewards they have, garments that are not in stock and is signed up to notify them when they are, order tracking, etc.
 Schedule a monthly email to all customers reminding them of their rewards status and send them a small purchase incentive to get more rewards. Only an email that urges them to get into their account, remembering what their current situation is like and remembering that they have a 5% discount on the next purchase
 Added in the chat of tidio a roulette that they can play and give them prizes. For the most part small discounts and surprise prizes.
 created product packs: Put a small discount and more rewards as an incentive.
 Recover cart, referral friend",https://pepperstore.es/,JY4VDUGn
Build Website and Management,"Candle is a layer two chain built in America to be regulated, compliant, stable and secure. Since inception, there have been zero hacks either to the network or on the network. 

We'd built https://candlelabs.org/ from scratch.

",https://candlelabs.org/,lZamKmxZ
Qlearsite platform,"Qlearsite has been delivering employee surveys backed by market-leading language analysis. With Qlearsite, you get actionable people insights. Combining research-led question sets, advanced listening technology, and an easy-to-use platform, we’re helping organisations find success.",https://www.qlearsite.com/,ueB1GLtx
Discounts for you - Santander Brazil,"Descontos para você, “discounts for you” in english, is the name given to the set of discounts offered by Santander to their employees. These discounts range from 5% to 70% for various products and services from Santander’s partners.

The list of discounts so far was only available on Santander's Intranet, which made it difficult to access these discounts, as it was only possible to access them when connected to the bank's network.

Based on the perspective and interest of a Stakeholder, it was decided to bring these discounts to an internal application, with less risk of leaking sensitive information and more accessible to users. The idea was to encourage and facilitate the use of these discounts.",https://mhmontes.notion.site/mhmontes/Hey-How-you-doing-Welcome-to-my-portfolio-5877dffef2094821bfc406a41450c26f?p=ec81779592fd4b848763b71bf870e4f9&pm=c,Wg6Kv4Hd
Tax Module - Stanley Black & Decker Brazil,"Stanley Black & Decker (SBD) is one of the largest manufacturers of industrial and domestic tools in the world. Since 1843 providing innovative tools and solutions for the most diverse needs.

Smart Order is a Stanley Black & Decker B2B2C platform used to make its products available to end consumers through other companies. In Brazil, access is exclusive to Sales Representatives, who negotiate with those companies and make orders for them in the system.",https://mhmontes.notion.site/mhmontes/Hey-How-you-doing-Welcome-to-my-portfolio-5877dffef2094821bfc406a41450c26f?p=01668c0d90304131af9afc15d8c38db8&pm=c,uEtPfyHn
Employee Onboarding - Santander Brazil,"Having an employee onboarding process that is consistent and meets the particular needs of more than 1,000 employees per month is not easy. Business Unit, contract type, role, workplace, equipment, among others, are some factors that enlights how customized the onboarding process need to be in order to facilitate their integration.

This project was an exploratory research focused on improving this service, aiming to increase the e-NPS of the process, reduce the number of related support tickets and guarantee full working conditions for new employees.",https://mhmontes.notion.site/mhmontes/Hey-How-you-doing-Welcome-to-my-portfolio-5877dffef2094821bfc406a41450c26f?p=83a8674413cd447f816cb142d2627019&pm=c,g2AhWiFw
Apiraws™,"ecommerce with lots of automation and integration

Baselinker
warehouse system
courier system
Invoice and accounting system
reflink and referral system
multiple product variants
atforma with online courses
basket recovery
newsletter
Facebook ads
Google ads
",https://apiraws.com/,u6nZPRVO
Lead Generation Website Redesign/SEO,"Redesign existing website to improve the conversion and lead generation goals of the SME service center. The project entails performing on-page SEO, recreating specific landing/opt-in and thank you pages and measuring paid advertising conversion goals by implementing both google analytics and Facebook pixel using tag manager.",https://kudikonsult.com/,BGjZboWf
Carnice Cakes & Pastry,"This is one of the websites I built under the NORAD project earlier this year which essentially was focused on digital SME's in Africa across Kenya, Uganda, Tanzania, Rwanda, Ethiopia and Ghana.  

This was a team based project. There was a content team and then the development team. The content team did all the communication with the client while they then shared that on Google Docs.

 As a developer you would then access the files and have a word with the sales/content lead and they would paint the picture of what the client wants. 

I developed the website and then the client was onboarded on digital marketing class where they enjoy stewardship in different areas of growth. 

",http://carnicecakespastry.co.ke/,mMdlvRsu
[Lubcon] Official Store,Development of the official retail store with nationwide delivery to assist the marketing and sales team meet the enquiries and demand for the preferred oil lubricant product and provide easy means for customers to order and track the product till delivery.,https://lubcon.ng/,hym97zsE
provincesprodukti,"Veidojam tirdzniecības platformu www.provincesprodukti.lv, piedāvājot Saldus novadā izaudzēto, izcepto, savārīto, iemarinēto un visādi citādi pagatavoto un saražoto.  

2021. gada septembrī ir izveidots mājražotāju kooperatīvs “Provinces Produkti”, kas plāno apvienot gan jau aktīvi strādājošus pārtikas ražotājus no Saldus novada, gan tādus, kas vēl šobrīd tikai domā par to. Kooperatīvam aicināti pievienoties ne tikai pārtikas ražotāji, bet arī tie, kas savās saimniecībās ražo citus produktus un piedāvā apmeklētājiem baudīt degustācijas, piedalīties meistarklasēs un apskatīt saimniecības.

Esi aktīvs un pievienojies mājražotāju kooperatīvam “Provinces produkti”, lai varam parādīt Latvijai, ka Saldus novadā ir ļaudis, kas audzē un gatavo gardus un veselīgus produktus, ka Saldus novadā ir daudz skaistu apskates vietu, sakoptu saimniecību un brīnišķīgu cilvēku. Sazinies ar mums, zvanot 28 633 520 (Agnese Arne-Štencele) vai rakstot uz e-pastu: info@provinces.urbanconcept.lv.",https://provincesprodukti.lv/,f1eBJcdg
proskills,"Vision
We endeavor to become the biggest and most resourceful training service provider in ECMEA and deliver our training programs to every corner of the region.

Mission
Disseminating the technical knowledge and forging the digital transformation all around the region. Organizational Guidelines (Our Values) Out of our firm belief that success begins from within, we stick to a set of internal guidelines that keep us motivated and willing to give it our all…",https://proskillsgate.com/,Xma8CknT
ozonehygiene,"Our Philosophy
Notre vision est d'assurer la tranquillité de tous nos clients, en fournissant des produits écologiques et des services de qualité.

Ecology
to be an eco-responsible player in the city. Offer ecological products & services. Use environmentally friendly means of transport and communication.

Digital
We are developing collaborative tools aimed at bringing us even closer to our partners, in a co-creative and productive process

Efficiency
We aspire to offer the best services. In a process of continuous improvement, we guarantee you a balance between the quality of our services and the price.

Adaptability
Vous nous confiez vos habitudes, nous adaptons nos prestations à votre environnement, l’échange sera le point culminant de notre réussite.",https://ozonehygiene.fr/en/,st8drkcv
freshtalentinternational,"Fresh Talent International is made up of a team of highly experience individuals, focusing on recruitment into the United Kingdom.

Specialising in Skilled Worker recruitment, we match talented foreign nationals to UK businesses, so that both parties can realise their collective potential. As the UK skill gap reaches and all time high, Fresh Talent International is the perfect partner to support both ambitious global candidates and top UK companies.

We are part of the established and successful Fresh group of UK-based companies focused on innovation and investment to the United Kingdom. With over ten years experiences in global residency programmes, we are here to provide a complete service, from initial application through to permanent residency and beyond.

If you are looking for employment in the UK and you meet the UK Government Skilled Worker requirements, or are a UK company with the appropriate vacancies, please contact us.",https://freshtalentinternational.co.uk/,m41aq7de
cubeconsultants,"CUBE  Consultants – An Architectural Visionary Studio based in Cairo, Egypt, was founded in 1990 by Dr. Ashraf Abdel Mohsen, Ain Shams University – Architecture Professor and a firm believer that “The quality of Architecture could impact the Quality of Life”.

At the heart of Cube Consultants, There’s a different perspective to the outer world. Passion is spread out by its talented designers… those creative mindsets… that cooperate and collaborate, in order to create and implement unique visions all over Egypt. It all began as “Abdel Mohsen” insisted on reviving Our luxurious Egypt, as it used to be… They all worked along with this unparalleled approach of development to creating progressive redesigns of the whole city.",https://cubeconsultants.org/,SJqwKOqn
HOL Kenya ,"Niche: E-commerce 

This was a redesign/revamp gig plus digital marketing consultancy and eventually leading to training to have an in-house abled digital team to run the website from the inside. 

HOL(House of Linen) were coming from a point where they had conflict in the value proposition of their linen products and their web presence. The web design was wanting as well as their social media presence and SERP dominance. 

Hence the problem statement had 3 major tasks;
* Web Redesign 
* Digital Marketing 
* Search engine Optimization

Web Redesign 
I redesigned the website as a whole by factoring uniform color grading and ambience to represent their theme to the core. 

The menu also sorted the page hierarchy issues for proper sitemap indexing. 

Image qualify and size was an issue by making sure as much the client wanted high quality resolution images they had to be optimized for page speeds. 

Digital Marketing 
The client has very vibrant social media presence as well with a defined buyer persona. At the time of contracting, the ad spend was average while coupled with low to almost no return on investment. 

I helped outline a proper digital marketing plan that would handle Google Ads, FB/IG Ads. Linkedin Ads and introduced the brand on Pinterest for organic traffic sourcing. 

SEO
Traffic on the website was mostly paid traffic and from a SEO point that's a red flag. Proper on-page SEO was needed. With the help on the sales and marketing team we identified what clients ask for when they come to the shop or call. We also looked into the enquiries and what the question statements were like and from the we had our bubble-moment with keywords. We also used other keyword research tools such as Ubersuggest and Keyword everywhere extension. 

We pieced content pieces together such as product descriptions. Image SEO was also key hence we defined alt text for most of the images. 

Finally, the website was up and running and has since become a top ranking platform especially in the interior decor, premium linen and fabric sector.",https://houseoflinen.co.ke,KjQEZ4l3
Important Features Selection,"Given a data set (city_weather.csv) which has the data of 5 days (per 3 hours) weather forecast for the top 50 cities in India population-wise. From the given set, analyze the data to see what factor matters the most for a lower min_temp out of the remaining factors. Solution involves two different approach for the problem.",https://github.com/kdmeerwal/Imp_Feature_Selection,525KNMfK
 Working_with_GCT_File,A GCT file (. gct) is a tab-delimited text file that contains gene expression data. The GCT file format is described on the GenePattern web site: http://www.broadinstitute.org/cancer/software/genepattern/gp_guides/file-formats/sections/gct. The GCT format is used for gene expression and RNAi data.,https://github.com/kdmeerwal/Working_with_GCT_File,ymonkvVd
